instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,period
12607,,Summer,2012,Jun,11,No,Thu,1,Clear,0.66,0.6212,0.57,0.2537,60,168,228,Sore
12608,,Summer,2012,Jun,12,No,Thu,1,Cloudy,0.66,0.6212,0.61,0.2239,55,210,265,Sore
12609,,Summer,2012,Jun,13,No,Thu,1,Clear,0.68,0.6364,0.57,0.1642,71,213,284,Sore
12610,,Summer,2012,Jun,14,No,Thu,1,Clear,0.7,0.6515,0.54,0.2836,84,214,298,Sore
12611,,Summer,2012,Jun,15,No,Thu,1,Clear,0.74,0.6667,0.48,0.2985,111,213,324,Sore
12612,,Summer,2012,Jun,16,No,Thu,1,Clear,0.72,0.6667,0.51,0.2836,70,368,438,Sore
12613,,Summer,2012,Jun,17,No,Thu,1,Clear,0.72,0.6667,0.48,0.2239,117,750,867,Sore
12614,,Summer,2012,Jun,18,No,Thu,1,Clear,0.74,0.6667,0.42,0.194,107,716,823,Malam
12615,,Summer,2012,Jun,19,No,Thu,1,Clear,0.7,0.6515,0.48,0.2537,96,483,579,Malam
12616,,Summer,2012,Jun,20,No,Thu,1,Clear,0.66,0.6212,0.65,0.2537,84,351,435,Malam
12617,,Summer,2012,Jun,21,No,Thu,1,Clear,0.64,0.6061,0.65,0.1642,67,270,337,Malam
12618,,Summer,2012,Jun,22,No,Thu,1,Cloudy,0.64,0.6061,0.65,0.2239,46,196,242,Malam
12619,,Summer,2012,Jun,23,No,Thu,1,Cloudy,0.62,0.6061,0.69,0.1642,36,136,172,Malam
12620,,Summer,2012,Jun,0,No,Fri,1,Clear,0.6,0.5909,0.73,0.1642,26,68,94,Malam
12621,,Summer,2012,Jun,1,No,Fri,1,Clear,0.58,0.5455,0.78,0.194,9,42,51,Malam
12622,,Summer,2012,Jun,2,No,Fri,1,Clear,0.56,0.5303,0.83,0.1045,0,15,15,Malam
12623,,Summer,2012,Jun,3,No,Fri,1,Clear,0.56,0.5303,0.83,0.1642,2,3,5,Malam
12624,,Summer,2012,Jun,4,No,Fri,1,Clear,0.56,0.5303,0.83,0.1642,1,13,14,Malam
12625,,Summer,2012,Jun,5,No,Fri,1,Clear,0.54,0.5152,0.88,0.1045,2,31,33,Malam
12626,,Summer,2012,Jun,6,No,Fri,1,Clear,0.54,0.5152,0.83,0.1343,9,142,151,Pagi
12627,,Summer,2012,Jun,7,No,Fri,1,Clear,0.56,0.5303,0.83,0.1642,17,413,430,Pagi
12628,,Summer,2012,Jun,8,No,Fri,1,Clear,0.6,0.5909,0.69,0.1642,44,609,653,Pagi
12629,,Summer,2012,Jun,9,No,Fri,1,Clear,0.62,0.6061,0.65,0.1642,58,308,366,Pagi
12630,,Summer,2012,Jun,10,No,Fri,1,Clear,0.64,0.6212,0.57,0.1642,56,160,216,Pagi
12631,,Summer,2012,Jun,11,No,Fri,1,Clear,0.66,0.6212,0.5,0.194,106,180,286,Sore
12632,,Summer,2012,Jun,12,No,Fri,1,Clear,0.7,0.6364,0.45,0.1642,111,292,403,Sore
12633,,Summer,2012,Jun,13,No,Fri,1,Clear,0.7,0.6364,0.42,0.2537,121,272,393,Sore
12634,,Summer,2012,Jun,14,No,Fri,1,Clear,0.72,0.6515,0.39,0.194,121,255,376,Sore
12635,,Summer,2012,Jun,15,No,Fri,1,Clear,0.72,0.6515,0.39,0.194,107,270,377,Sore
12636,,Summer,2012,Jun,16,No,Fri,1,Clear,0.72,0.6515,0.37,0.194,132,426,558,Sore
12637,,Summer,2012,Jun,17,No,Fri,1,Clear,0.74,0.6515,0.37,0.2836,125,698,823,Sore
12638,,Summer,2012,Jun,18,No,Fri,1,Clear,0.72,0.6515,0.39,0.2239,121,572,693,Malam
12639,,Summer,2012,Jun,19,No,Fri,1,Clear,0.7,0.6364,0.42,0.1642,98,369,467,Malam
12640,,Summer,2012,Jun,20,No,Fri,1,Clear,0.68,0.6364,0.44,0.194,89,296,385,Malam
12641,,Summer,2012,Jun,21,No,Fri,1,Clear,0.66,0.6212,0.5,0.1045,83,250,333,Malam
12642,,Summer,2012,Jun,22,No,Fri,1,Clear,0.64,0.6212,0.53,0.1343,79,242,321,Malam
12643,,Summer,2012,Jun,23,No,Fri,1,Clear,0.62,0.6212,0.53,0.2537,46,176,222,Malam
12644,,Summer,2012,Jun,0,No,Sat,0,Clear,0.58,0.5455,0.56,0.1343,25,112,137,Malam
12645,,Summer,2012,Jun,1,No,Sat,0,Clear,0.56,0.5303,0.56,0.0,16,79,95,Malam
12646,,Summer,2012,Jun,2,No,Sat,0,Clear,0.58,0.5455,0.53,0.0,12,55,67,Malam
12647,,Summer,2012,Jun,3,No,Sat,0,Clear,0.56,0.5303,0.6,0.0896,8,19,27,Malam
12648,,Summer,2012,Jun,4,No,Sat,0,Clear,0.54,0.5152,0.68,0.1343,3,5,8,Malam
12649,,Summer,2012,Jun,5,No,Sat,0,Clear,0.54,0.5152,0.68,0.1045,2,21,23,Malam
12650,,Summer,2012,Jun,6,No,Sat,0,Clear,0.54,0.5152,0.68,0.194,11,36,47,Pagi
12651,,Summer,2012,Jun,7,No,Sat,0,Clear,0.54,0.5152,0.68,0.194,10,68,78,Pagi
12652,,Summer,2012,Jun,8,No,Sat,0,Clear,0.58,0.5455,0.64,0.1642,47,157,204,Pagi
12653,,Summer,2012,Jun,9,No,Sat,0,Clear,0.6,0.6061,0.6,0.0896,88,279,367,Pagi
12654,,Summer,2012,Jun,10,No,Sat,0,Clear,0.64,0.6212,0.47,0.194,139,296,435,Pagi
12655,,Summer,2012,Jun,11,No,Sat,0,Clear,0.66,0.6212,0.39,0.1642,213,353,566,Sore
12656,,Summer,2012,Jun,12,No,Sat,0,Clear,0.68,0.6364,0.41,0.1045,254,349,603,Sore
12657,,Summer,2012,Jun,13,No,Sat,0,Clear,0.72,0.6515,0.34,0.1642,293,324,617,Sore
12658,,Summer,2012,Jun,14,No,Sat,0,Clear,0.72,0.6515,0.37,0.2239,264,309,573,Sore
12659,,Summer,2012,Jun,15,No,Sat,0,Clear,0.74,0.6515,0.35,0.2537,295,288,583,Sore
12660,,Summer,2012,Jun,16,No,Sat,0,Cloudy,0.72,0.6515,0.37,0.1045,238,304,542,Sore
12661,,Summer,2012,Jun,17,No,Sat,0,Cloudy,0.72,0.6515,0.37,0.2537,244,349,593,Sore
12662,,Summer,2012,Jun,18,No,Sat,0,Cloudy,0.72,0.6515,0.37,0.2239,256,315,571,Malam
12663,,Summer,2012,Jun,19,No,Sat,0,Cloudy,0.7,0.6364,0.42,0.194,184,277,461,Malam
12664,,Summer,2012,Jun,20,No,Sat,0,Cloudy,0.66,0.6212,0.47,0.194,123,229,352,Malam
12665,,Summer,2012,Jun,21,No,Sat,0,Cloudy,0.64,0.6212,0.5,0.2239,98,192,290,Malam
12666,,Summer,2012,Jun,22,No,Sat,0,Clear,0.62,0.6212,0.53,0.2985,91,189,280,Malam
12667,,Summer,2012,Jun,23,No,Sat,0,Clear,0.6,0.6212,0.53,0.2985,49,134,183,Malam
12668,,Summer,2012,Jun,0,No,Sun,0,Clear,0.56,0.5303,0.56,0.1343,31,117,148,Malam
12669,,Summer,2012,Jun,1,No,Sun,0,Clear,0.56,0.5303,0.6,0.1642,21,67,88,Malam
12670,,Summer,2012,Jun,2,No,Sun,0,Clear,0.56,0.5303,0.56,0.0896,19,55,74,Malam
12671,,Summer,2012,Jun,3,No,Sun,0,Clear,0.54,0.5152,0.64,0.1045,6,22,28,Malam
12672,,Summer,2012,Jun,4,No,Sun,0,Clear,0.54,0.5152,0.64,0.0896,2,16,18,Malam
12673,,Summer,2012,Jun,5,No,Sun,0,Clear,0.54,0.5152,0.68,0.1343,4,13,17,Malam
12674,,Summer,2012,Jun,6,No,Sun,0,Clear,0.52,0.5,0.72,0.1045,7,16,23,Pagi
12675,,Summer,2012,Jun,7,No,Sun,0,Clear,0.52,0.5,0.72,0.0896,18,30,48,Pagi
12676,,Summer,2012,Jun,8,No,Sun,0,Clear,0.56,0.5303,0.68,0.2537,24,95,119,Pagi
12677,,Summer,2012,Jun,9,No,Sun,0,Clear,0.56,0.5303,0.68,0.1642,91,183,274,Pagi
12678,,Summer,2012,Jun,10,No,Sun,0,Clear,0.58,0.5455,0.64,0.0,148,288,436,Pagi
12679,,Summer,2012,Jun,11,No,Sun,0,Clear,0.62,0.6212,0.57,0.1045,196,350,546,Sore
12680,,Summer,2012,Jun,12,No,Sun,0,Clear,0.62,0.6212,0.57,0.0,260,355,615,Sore
12681,,Summer,2012,Jun,13,No,Sun,0,Clear,0.64,0.6212,0.53,0.1642,267,347,614,Sore
12682,,Summer,2012,Jun,14,No,Sun,0,Clear,0.64,0.6212,0.53,0.0,255,327,582,Sore
12683,,Summer,2012,Jun,15,No,Sun,0,Clear,0.66,0.6212,0.5,0.2239,203,260,463,Sore
12684,,Summer,2012,Jun,16,No,Sun,0,Clear,0.66,0.6212,0.54,0.2985,240,340,580,Sore
12685,,Summer,2012,Jun,17,No,Sun,0,Clear,0.64,0.6212,0.57,0.2239,232,361,593,Sore
12686,,Summer,2012,Jun,18,No,Sun,0,Clear,0.64,0.6212,0.53,0.194,203,310,513,Malam
12687,,Summer,2012,Jun,19,No,Sun,0,Clear,0.64,0.6212,0.53,0.1642,146,244,390,Malam
12688,,Summer,2012,Jun,20,No,Sun,0,Clear,0.62,0.6212,0.57,0.194,101,201,302,Malam
12689,,Summer,2012,Jun,21,No,Sun,0,Clear,0.62,0.6212,0.57,0.194,76,170,246,Malam
12690,,Summer,2012,Jun,22,No,Sun,0,Clear,0.6,0.6061,0.6,0.194,55,98,153,Malam
12691,,Summer,2012,Jun,23,No,Sun,0,Clear,0.58,0.5455,0.64,0.194,29,79,108,Malam
12692,,Summer,2012,Jun,0,No,Mon,1,Clear,0.56,0.5303,0.73,0.2537,12,28,40,Malam
12693,,Summer,2012,Jun,1,No,Mon,1,Clear,0.54,0.5152,0.77,0.2239,9,5,14,Malam
12694,,Summer,2012,Jun,2,No,Mon,1,Clear,0.54,0.5152,0.77,0.2239,3,6,9,Malam
12695,,Summer,2012,Jun,3,No,Mon,1,Cloudy,0.52,0.5,0.83,0.2239,1,3,4,Malam
12696,,Summer,2012,Jun,4,No,Mon,1,Cloudy,0.54,0.5152,0.77,0.194,0,9,9,Malam
12697,,Summer,2012,Jun,5,No,Mon,1,Light Rain/Snow,0.52,0.5,0.83,0.1343,1,22,23,Malam
12698,,Summer,2012,Jun,6,No,Mon,1,Light Rain/Snow,0.52,0.5,0.88,0.1343,0,37,37,Pagi
12699,,Summer,2012,Jun,7,No,Mon,1,Light Rain/Snow,0.52,0.5,0.94,0.2239,10,135,145,Pagi
12700,,Summer,2012,Jun,8,No,Mon,1,Cloudy,0.54,0.5152,0.83,0.194,27,447,474,Pagi
12701,,Summer,2012,Jun,9,No,Mon,1,Cloudy,0.54,0.5152,0.83,0.2239,28,222,250,Pagi
12702,,Summer,2012,Jun,10,No,Mon,1,Light Rain/Snow,0.54,0.5152,0.88,0.1045,13,78,91,Pagi
12703,,Summer,2012,Jun,11,No,Mon,1,Cloudy,0.54,0.5152,0.88,0.1642,25,96,121,Sore
12704,,Summer,2012,Jun,12,No,Mon,1,Light Rain/Snow,0.56,0.5303,0.78,0.1343,29,139,168,Sore
12705,,Summer,2012,Jun,13,No,Mon,1,Cloudy,0.58,0.5455,0.73,0.1343,51,174,225,Sore
12706,,Summer,2012,Jun,14,No,Mon,1,Cloudy,0.58,0.5455,0.68,0.194,59,160,219,Sore
12707,,Summer,2012,Jun,15,No,Mon,1,Cloudy,0.6,0.5909,0.69,0.194,61,176,237,Sore
12708,,Summer,2012,Jun,16,No,Mon,1,Cloudy,0.6,0.5909,0.73,0.194,53,279,332,Sore
12709,,Summer,2012,Jun,17,No,Mon,1,Cloudy,0.6,0.5909,0.73,0.194,54,669,723,Sore
12710,,Summer,2012,Jun,18,No,Mon,1,Cloudy,0.62,0.6061,0.69,0.1642,47,595,642,Malam
12711,,Summer,2012,Jun,19,No,Mon,1,Cloudy,0.62,0.5909,0.73,0.0896,52,411,463,Malam
12712,,Summer,2012,Jun,20,No,Mon,1,Cloudy,0.62,0.5909,0.73,0.1343,45,317,362,Malam
12713,,Summer,2012,Jun,21,No,Mon,1,Cloudy,0.62,0.5909,0.73,0.1045,35,238,273,Malam
12714,,Summer,2012,Jun,22,No,Mon,1,Cloudy,0.62,0.5909,0.73,0.1642,21,143,164,Malam
12715,,Summer,2012,Jun,23,No,Mon,1,Light Rain/Snow,0.6,0.5758,0.78,0.194,17,57,74,Malam
12716,,Summer,2012,Jun,0,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1642,5,30,35,Malam
12717,,Summer,2012,Jun,1,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1642,1,13,14,Malam
12718,,Summer,2012,Jun,2,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1343,1,14,15,Malam
12719,,Summer,2012,Jun,3,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1045,1,7,8,Malam
12720,,Summer,2012,Jun,4,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1343,1,9,10,Malam
12721,,Summer,2012,Jun,5,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.194,3,34,37,Malam
12722,,Summer,2012,Jun,6,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1045,9,152,161,Pagi
12723,,Summer,2012,Jun,7,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1343,18,462,480,Pagi
12724,,Summer,2012,Jun,8,No,Tue,1,Cloudy,0.6,0.5758,0.78,0.1642,40,633,673,Pagi
12725,,Summer,2012,Jun,9,No,Tue,1,Clear,0.64,0.6061,0.73,0.0896,40,288,328,Pagi
12726,,Summer,2012,Jun,10,No,Tue,1,Clear,0.64,0.6061,0.73,0.0896,44,136,180,Pagi
12727,,Summer,2012,Jun,11,No,Tue,1,Clear,0.66,0.6212,0.69,0.1343,56,174,230,Sore
12728,,Summer,2012,Jun,12,No,Tue,1,Clear,0.7,0.6515,0.65,0.0896,70,222,292,Sore
12729,,Summer,2012,Jun,13,No,Tue,1,Clear,0.74,0.6818,0.58,0.1343,69,203,272,Sore
12730,,Summer,2012,Jun,14,No,Tue,1,Clear,0.76,0.7121,0.58,0.1045,61,166,227,Sore
12731,,Summer,2012,Jun,15,No,Tue,1,Clear,0.78,0.7424,0.59,0.1642,72,187,259,Sore
12732,,Summer,2012,Jun,16,No,Tue,1,Clear,0.8,0.7576,0.55,0.2239,48,286,334,Sore
12733,,Summer,2012,Jun,17,No,Tue,1,Clear,0.8,0.7576,0.55,0.194,86,725,811,Sore
12734,,Summer,2012,Jun,18,No,Tue,1,Clear,0.8,0.7576,0.55,0.1642,91,704,795,Malam
12735,,Summer,2012,Jun,19,No,Tue,1,Clear,0.8,0.7727,0.59,0.2239,82,432,514,Malam
12736,,Summer,2012,Jun,20,No,Tue,1,Clear,0.8,0.7576,0.55,0.2537,59,399,458,Malam
12737,,Summer,2012,Jun,21,No,Tue,1,Clear,0.76,0.7121,0.62,0.1642,37,239,276,Malam
12738,,Summer,2012,Jun,22,No,Tue,1,Clear,0.72,0.697,0.79,0.0896,51,240,291,Malam
12739,,Summer,2012,Jun,23,No,Tue,1,Clear,0.72,0.697,0.79,0.1343,23,102,125,Malam
12740,,Summer,2012,Jun,0,No,Wed,1,Clear,0.7,0.6667,0.79,0.194,5,48,53,Malam
12741,,Summer,2012,Jun,1,No,Wed,1,Clear,0.68,0.6364,0.79,0.194,7,20,27,Malam
12742,,Summer,2012,Jun,2,No,Wed,1,Clear,0.66,0.6061,0.83,0.1642,1,5,6,Malam
12743,,Summer,2012,Jun,3,No,Wed,1,Clear,0.66,0.6061,0.83,0.1343,2,6,8,Malam
12744,,Summer,2012,Jun,4,No,Wed,1,Clear,0.66,0.6061,0.83,0.0896,1,6,7,Malam
12745,,Summer,2012,Jun,5,No,Wed,1,Clear,0.66,0.6061,0.83,0.0896,2,37,39,Malam
12746,,Summer,2012,Jun,6,No,Wed,1,Cloudy,0.64,0.5758,0.89,0.0896,9,156,165,Pagi
12747,,Summer,2012,Jun,7,No,Wed,1,Cloudy,0.66,0.5909,0.89,0.0,20,444,464,Pagi
12748,,Summer,2012,Jun,8,No,Wed,1,Cloudy,0.7,0.6667,0.79,0.1045,43,600,643,Pagi
12749,,Summer,2012,Jun,9,No,Wed,1,Cloudy,0.72,0.697,0.74,0.0,40,276,316,Pagi
12750,,Summer,2012,Jun,10,No,Wed,1,Clear,0.82,0.7727,0.52,0.1343,41,126,167,Pagi
12751,,Summer,2012,Jun,11,No,Wed,1,Clear,0.84,0.7879,0.49,0.194,54,134,188,Sore
12752,,Summer,2012,Jun,12,No,Wed,1,Clear,0.86,0.803,0.47,0.1642,30,150,180,Sore
12753,,Summer,2012,Jun,13,No,Wed,1,Clear,0.86,0.7879,0.44,0.1045,48,163,211,Sore
12754,,Summer,2012,Jun,14,No,Wed,1,Clear,0.88,0.803,0.39,0.194,56,134,190,Sore
12755,,Summer,2012,Jun,15,No,Wed,1,Clear,0.9,0.8182,0.35,0.0,36,143,179,Sore
12756,,Summer,2012,Jun,16,No,Wed,1,Clear,0.9,0.8182,0.35,0.1045,51,284,335,Sore
12757,,Summer,2012,Jun,17,No,Wed,1,Clear,0.9,0.8182,0.37,0.0,80,611,691,Sore
12758,,Summer,2012,Jun,18,No,Wed,1,Clear,0.9,0.8182,0.37,0.0,81,591,672,Malam
12759,,Summer,2012,Jun,19,No,Wed,1,Clear,0.88,0.7879,0.37,0.2537,90,449,539,Malam
12760,,Summer,2012,Jun,20,No,Wed,1,Clear,0.86,0.7727,0.39,0.2239,81,326,407,Malam
12761,,Summer,2012,Jun,21,No,Wed,1,Clear,0.84,0.7576,0.44,0.0896,42,302,344,Malam
12762,,Summer,2012,Jun,22,No,Wed,1,Clear,0.82,0.7576,0.46,0.1045,31,226,257,Malam
12763,,Summer,2012,Jun,23,No,Wed,1,Clear,0.78,0.7424,0.59,0.1045,21,102,123,Malam
12764,,Fall,2012,Jun,0,No,Thu,1,Clear,0.74,0.697,0.7,0.0896,16,53,69,Malam
12765,,Fall,2012,Jun,1,No,Thu,1,Clear,0.72,0.697,0.79,0.1343,2,16,18,Malam
12766,,Fall,2012,Jun,2,No,Thu,1,Clear,0.72,0.697,0.79,0.1045,11,7,18,Malam
12767,,Fall,2012,Jun,3,No,Thu,1,Clear,0.72,0.697,0.74,0.0,3,8,11,Malam
12768,,Fall,2012,Jun,4,No,Thu,1,Clear,0.7,0.6667,0.84,0.0896,1,11,12,Malam
12769,,Fall,2012,Jun,5,No,Thu,1,Clear,0.7,0.6667,0.84,0.1045,3,37,40,Malam
12770,,Fall,2012,Jun,6,No,Thu,1,Cloudy,0.7,0.6667,0.84,0.0896,3,147,150,Pagi
12771,,Fall,2012,Jun,7,No,Thu,1,Cloudy,0.7,0.6667,0.84,0.0896,26,437,463,Pagi
12772,,Fall,2012,Jun,8,No,Thu,1,Clear,0.74,0.697,0.7,0.0,27,563,590,Pagi
12773,,Fall,2012,Jun,9,No,Thu,1,Clear,0.8,0.7576,0.55,0.194,32,224,256,Pagi
12774,,Fall,2012,Jun,10,No,Thu,1,Clear,0.84,0.7879,0.49,0.1045,36,114,150,Pagi
12775,,Fall,2012,Jun,11,No,Thu,1,Clear,0.86,0.7879,0.41,0.1343,40,121,161,Sore
12776,,Fall,2012,Jun,12,No,Thu,1,Clear,0.9,0.8182,0.35,0.194,33,182,215,Sore
12777,,Fall,2012,Jun,13,No,Thu,1,Clear,0.9,0.8182,0.35,0.0,31,141,172,Sore
12778,,Fall,2012,Jun,14,No,Thu,1,Clear,0.88,0.7879,0.37,0.1642,27,149,176,Sore
12779,,Fall,2012,Jun,15,No,Thu,1,Clear,0.92,0.8333,0.33,0.1642,40,154,194,Sore
12780,,Fall,2012,Jun,16,No,Thu,1,Clear,0.9,0.8182,0.35,0.1343,37,283,320,Sore
12781,,Fall,2012,Jun,17,No,Thu,1,Clear,0.88,0.7879,0.37,0.0,80,535,615,Sore
12782,,Fall,2012,Jun,18,No,Thu,1,Clear,0.86,0.7879,0.41,0.194,78,562,640,Malam
12783,,Fall,2012,Jun,19,No,Thu,1,Clear,0.88,0.803,0.39,0.2239,84,415,499,Malam
12784,,Fall,2012,Jun,20,No,Thu,1,Clear,0.86,0.7879,0.44,0.194,79,357,436,Malam
12785,,Fall,2012,Jun,21,No,Thu,1,Clear,0.82,0.7727,0.52,0.194,55,256,311,Malam
12786,,Fall,2012,Jun,22,No,Thu,1,Clear,0.8,0.7879,0.63,0.1642,22,221,243,Malam
12787,,Fall,2012,Jun,23,No,Thu,1,Clear,0.8,0.7727,0.59,0.0896,12,134,146,Malam
12788,,Fall,2012,Jun,0,No,Fri,1,Cloudy,0.76,0.7273,0.7,0.1045,16,77,93,Malam
12789,,Fall,2012,Jun,1,No,Fri,1,Clear,0.76,0.7424,0.75,0.1642,3,28,31,Malam
12790,,Fall,2012,Jun,2,No,Fri,1,Clear,0.74,0.7121,0.79,0.0,0,12,12,Malam
12791,,Fall,2012,Jun,3,No,Fri,1,Clear,0.74,0.7121,0.79,0.0,1,6,7,Malam
12792,,Fall,2012,Jun,4,No,Fri,1,Cloudy,0.76,0.7273,0.66,0.0,3,7,10,Malam
12793,,Fall,2012,Jun,5,No,Fri,1,Cloudy,0.74,0.697,0.66,0.0896,3,35,38,Malam
12794,,Fall,2012,Jun,6,No,Fri,1,Cloudy,0.74,0.697,0.66,0.0,4,118,122,Pagi
12795,,Fall,2012,Jun,7,No,Fri,1,Clear,0.74,0.6818,0.58,0.1642,19,340,359,Pagi
12796,,Fall,2012,Jun,8,No,Fri,1,Clear,0.76,0.697,0.55,0.1343,49,564,613,Pagi
12797,,Fall,2012,Jun,9,No,Fri,1,Clear,0.76,0.7121,0.58,0.2239,55,278,333,Pagi
12798,,Fall,2012,Jun,10,No,Fri,1,Clear,0.8,0.7424,0.52,0.3582,52,133,185,Pagi
12799,,Fall,2012,Jun,11,No,Fri,1,Clear,0.8,0.7424,0.49,0.1642,76,160,236,Sore
12800,,Fall,2012,Jun,12,No,Fri,1,Clear,0.84,0.7879,0.49,0.1343,63,191,254,Sore
12801,,Fall,2012,Jun,13,No,Fri,1,Clear,0.88,0.803,0.39,0.2239,72,228,300,Sore
12802,,Fall,2012,Jun,14,No,Fri,1,Clear,0.88,0.803,0.39,0.2239,65,198,263,Sore
12803,,Fall,2012,Jun,15,No,Fri,1,Clear,0.9,0.8182,0.35,0.3582,72,212,284,Sore
12804,,Fall,2012,Jun,16,No,Fri,1,Clear,0.9,0.803,0.31,0.2239,67,313,380,Sore
12805,,Fall,2012,Jun,17,No,Fri,1,Cloudy,0.82,0.7273,0.38,0.1642,95,551,646,Sore
12806,,Fall,2012,Jun,18,No,Fri,1,Cloudy,0.8,0.7576,0.55,0.194,62,443,505,Malam
12807,,Fall,2012,Jun,19,No,Fri,1,Cloudy,0.76,0.697,0.55,0.5224,45,317,362,Malam
12808,,Fall,2012,Jun,20,No,Fri,1,Cloudy,0.76,0.697,0.55,0.5224,31,171,202,Malam
12809,,Fall,2012,Jun,21,No,Fri,1,Light Rain/Snow,0.68,0.6364,0.65,0.2836,40,177,217,Malam
12810,,Fall,2012,Jun,22,No,Fri,1,Clear,0.68,0.6364,0.69,0.1343,42,155,197,Malam
12811,,Fall,2012,Jun,23,No,Fri,1,Cloudy,0.66,0.6212,0.74,0.0,29,145,174,Malam
12812,,Fall,2012,Jun,0,No,Sat,0,Clear,0.64,0.5758,0.83,0.0,14,102,116,Malam
12813,,Fall,2012,Jun,1,No,Sat,0,Clear,0.66,0.6061,0.78,0.1343,16,107,123,Malam
12814,,Fall,2012,Jun,2,No,Sat,0,Cloudy,0.64,0.5758,0.83,0.194,18,75,93,Malam
12815,,Fall,2012,Jun,3,No,Sat,0,Cloudy,0.64,0.5758,0.83,0.0896,10,32,42,Malam
12816,,Fall,2012,Jun,4,No,Sat,0,Cloudy,0.64,0.5758,0.83,0.1642,6,13,19,Malam
12817,,Fall,2012,Jun,5,No,Sat,0,Cloudy,0.64,0.5758,0.83,0.194,1,11,12,Malam
12818,,Fall,2012,Jun,6,No,Sat,0,Clear,0.64,0.5758,0.83,0.0896,10,37,47,Pagi
12819,,Fall,2012,Jun,7,No,Sat,0,Clear,0.64,0.5758,0.83,0.1642,19,59,78,Pagi
12820,,Fall,2012,Jun,8,No,Sat,0,Clear,0.68,0.6364,0.69,0.2239,34,133,167,Pagi
12821,,Fall,2012,Jun,9,No,Sat,0,Clear,0.72,0.6818,0.62,0.194,85,247,332,Pagi
12822,,Fall,2012,Jun,10,No,Sat,0,Clear,0.74,0.6818,0.55,0.194,177,317,494,Pagi
12823,,Fall,2012,Jun,11,No,Sat,0,Clear,0.76,0.6818,0.48,0.2239,167,349,516,Sore
12824,,Fall,2012,Jun,12,No,Sat,0,Clear,0.8,0.7273,0.43,0.194,203,399,602,Sore
12825,,Fall,2012,Jun,13,No,Sat,0,Clear,0.82,0.7273,0.34,0.194,226,338,564,Sore
12826,,Fall,2012,Jun,14,No,Sat,0,Clear,0.78,0.6818,0.33,0.2537,238,371,609,Sore
12827,,Fall,2012,Jun,15,No,Sat,0,Clear,0.84,0.7273,0.3,0.3284,217,266,483,Sore
12828,,Fall,2012,Jun,16,No,Sat,0,Clear,0.84,0.7121,0.26,0.2985,196,317,513,Sore
12829,,Fall,2012,Jun,17,No,Sat,0,Clear,0.82,0.7121,0.26,0.2537,214,316,530,Sore
12830,,Fall,2012,Jun,18,No,Sat,0,Clear,0.82,0.7121,0.26,0.2985,194,287,481,Malam
12831,,Fall,2012,Jun,19,No,Sat,0,Clear,0.8,0.697,0.27,0.194,185,240,425,Malam
12832,,Fall,2012,Jun,20,No,Sat,0,Clear,0.78,0.6818,0.31,0.194,158,228,386,Malam
12833,,Fall,2012,Jun,21,No,Sat,0,Clear,0.76,0.6667,0.33,0.1343,99,223,322,Malam
12834,,Fall,2012,Jun,22,No,Sat,0,Clear,0.74,0.6515,0.37,0.1045,101,178,279,Malam
12835,,Fall,2012,Jun,23,No,Sat,0,Clear,0.72,0.6515,0.44,0.0,69,156,225,Malam
12836,,Fall,2012,Jun,0,No,Sun,0,Clear,0.7,0.6515,0.51,0.0,31,132,163,Malam
12837,,Fall,2012,Jun,1,No,Sun,0,Cloudy,0.68,0.6364,0.54,0.0896,39,88,127,Malam
12838,,Fall,2012,Jun,2,No,Sun,0,Cloudy,0.68,0.6364,0.51,0.0,34,80,114,Malam
12839,,Fall,2012,Jun,3,No,Sun,0,Cloudy,0.66,0.6212,0.65,0.0896,19,41,60,Malam
12840,,Fall,2012,Jun,4,No,Sun,0,Cloudy,0.66,0.6212,0.65,0.0,4,9,13,Malam
12841,,Fall,2012,Jun,5,No,Sun,0,Clear,0.62,0.6061,0.69,0.1343,1,7,8,Malam
12842,,Fall,2012,Jun,6,No,Sun,0,Clear,0.64,0.6061,0.65,0.1642,6,19,25,Pagi
12843,,Fall,2012,Jun,7,No,Sun,0,Clear,0.64,0.6061,0.69,0.1045,23,48,71,Pagi
12844,,Fall,2012,Jun,8,No,Sun,0,Clear,0.7,0.6515,0.58,0.0,38,103,141,Pagi
12845,,Fall,2012,Jun,9,No,Sun,0,Clear,0.72,0.6667,0.51,0.0,63,169,232,Pagi
12846,,Fall,2012,Jun,10,No,Sun,0,Clear,0.76,0.6818,0.4,0.0,161,291,452,Pagi
12847,,Fall,2012,Jun,11,No,Sun,0,Clear,0.76,0.6818,0.4,0.1343,215,291,506,Sore
12848,,Fall,2012,Jun,12,No,Sun,0,Clear,0.8,0.697,0.33,0.2239,227,329,556,Sore
